SimpleFieldSearchExample
searching for e
Connecting to 50.19.46.133:8194
Sending Request: fieldSearchRequest = {
    searchSpec = "e"
    returnFieldDocumentation = false
}

FIELD ID     MNEMONIC                            DESCRIPTION                             
DZ342        EFFECTIVE_SEVERITY_1_MONTH_HIST     Effective Severity 1 Month Historical   
DZ343        EFFECTIVE_SEVERITY_3_MONTH_HIST     Effective Severity 3 Month Historical   
DZ344        EFFECTIVE_SEVERITY_6_MONTH_HIST     Effective Severity 6 Month Historical   
FD396        EFFECTIVE_ANNUALIZED_7_DAY_YIELD    Effective Annualized 7 Day Yield        
CN023        EFFECTIVE_CONVEXITY_WAVG            Effective Convexity (Weighted Average)  
DZ346        EFFECTIVE_SEVERITY_LIFETIME_HIST    Effective Severity Lifetime Historical  
DZ345        EFFECTIVE_SEVERITY_12_MONTH_HIST    Effective Severity 12 Month Historical  
DZ120        EFFECTIVE_CDR_TO_DATE               Effective Conditional Default Rate to Date
F0946        TOTAL_GHG_CO2_EMISSIONS             Total Greenhouse Gas / Carbon Dioxide Emissions
ES551        CDP_EMISSIONS_BIO_SEQ_CARBON        Emissions from Biologically Sequestered Carbon
IS715        IS_INT_INCOME_AVG_COMML_LOANS       Interest Income-Average Commercial Loans
SI832        NET_INT_MARGIN_MANAGED_BASIS        Net Interest Margin - Managed Basis     
IS931        INT_INC_AVG_TOTAL_INVESTMENT        Interest Income - Average Total Investment
IS932        INT_INC_AVG_CUSTOMERS_ACCPT         Interest Income - Average Customer Acceptances
IS722        IS_INT_INCOME_AVG_AUTO_LOANS        Interest Income-Average Auto Loans      
IS721        IS_INT_INCOME_AVG_STUDENT_LOANS     Interest Income-Average Student Loans   
R3534        ARDR_STAFF_CST_INCL_DIR_EMOLUMNT    ARD Ref Staff Costs - Including Dir Emoluments
Q1725        EVT_TRADE_ACTION_REALTIME           Trade Events Action - Realtime          
BS301        GAS_PURCHASES_NAMR                  Energy-Gas-Purchases-North America      
BS303        GAS_PRODUCTION_NAMR                 Energy-Gas-Production-North America     
RQ630        MRKT_ORDER_ASK_SIZE_AM_RT           Market Order Ask Size for AM Session - Realtime
R3596        ARDR_ADV_REPAID_RELATED_ENTITIES    ARD Ref Advances/Loans Repaid From Related Entity
B0940        ARD_US_DES_PENETRATION_RATE_%       ARD US DES Penetration Rate %           
DZ257        BVAL_OTC_EXPIRATION                 BVAL OTC Deal Pricing Expiration        
IR995        EUROPE_ORDER_INTAKE_SUM             Europe Order Intake Sum                 
M5037        OIL_IMPROVED_RECOVERY_EUROPE        Oil - Improved Recovery - Europe        
IN914        EUROPE_STEEL_SHIPMENTS_SUM          Europe Steel Shipments Sum              
M5042        OIL_OTHER_CHANGES_EUROPE            Oil - Other Changes - Europe            
M5044        OIL_DEVELOPED_RESERVES_EUROPE       Oil - Developed Reserves - Europe       
IR612        EUROPE_TOTAL_SALES_GROWTH_MEDIAN    Europe Total Sales Growth Median        
IR592        EUROPE_TOTAL_ASSETS_MEDIAN          Europe Total Assets Median              
IR587        EUROPE_TOTAL_SALES_MEDIAN           Europe Total Sales Median               
IX189        INTEGRATED_UREA_MARGIN_EUROPE       Integrated Urea Margin - Europe         
IN913        EUROPE_STEEL_PRODUCTION_SUM         Europe Steel Production Sum             
IA154        EUROPE_R&D_SUM                      Europe Research and Development - Sum   
IA003        EUROPE_GROSS_PROF_MARGIN_MEDIAN     Europe Gross Profit Margin Median       
IN911        EUROPE_STEEL_REVENUE_SUM            Europe Steel Revenue Sum                
PG271        PG_CURRENT_CATASTROPHES_EFFECT      Product/Geographic Current Catastrophes Effect
S3236        ARDR_LOCAL_GOVT_BDS_RED_NON_LPEL    ARD Ref Lcl Govt Bonds Red - Non-Lcl Pub Entp Law
S3234        ARDR_LCL_GOVT_BONDS_ISS_NON_LPEL    ARD Ref Lcl Govt Bds Issued - Non-Lcl Pub Entp Law
J3081        ARDJ_DEP_COL_YR_END_CAS_CAS         Japan ARD Deposit Collateral In Yr End Cash & Cash
J2210        ARDJ_GAI_EXC_TRA                    Japan ARD Gains On Foreign Exchange Transactions
A7198        ARD_OTHERS_WITHIN_OTHER_EXPENSES    ARD Others Within Other Expenses        
A6539        ARD_SALES_PROMOTIONAL_EXPENSES      ARD Sales Promotional Expenses          
B5842        ARD_AST_ALC_PPD_EXPN_&_DEF_CHRG     ARD Asset Allocation - Prepd Expn & Deferred Chrg
X2340        AMBEST_GRP_ANN_COMM_&_EXPN_NPWD     A.M. Best Group Annuities Commissions & Expn NPWD
M4888        NGL_EXTENSIONS_&_DISCS_NA           NGL Extensions and Discoveries North America
M4878        NGL_EXTENSIONS_AND_DISCS_WW         Natural Gas Liquids Extensions and Discoveries WW
B6155        ARD_OIL_EXTENSIONS_&_DISCS_ASIA     ARD Oil Extensions and Discoveries Asia 
M4918        NGL_EXTENSIONS_AND_DISCS_LATAM      NGL Extensions and Discoveries LatAm    
B6085        ARD_OIL_EXTENSIONS_&_DISCS_NA       ARD Oil Extensions and Discoveries North America
M4938        NGL_EXTENSIONS_AND_DISCS_AFRICA     NGL Extensions and Discoveries Africa   
M4958        NGL_EXTENSIONS_AND_DISCS_ASIA       NGL Extensions and Discoveries Asia     
M4908        NGL_EXTENSIONS_AND_DISCS_CANADA     NGL Extensions and Discoveries Canada   
B6115        ARD_OIL_EXTENSIONS_&_DISCS_LATAM    ARD Oil Extensions and Discoveries LatAm
RA848        RTG_NICE_SEN_UNSECURED_DT           NICE Senior Unsecured Debt Rating Date  

RA080        RTG_NICE_SEN_SECURED_WATCH          NICE Senior Secured Debt Rating Watch   
RA079        RTG_NICE_SEN_UNSECURED_WATCH        NICE Senior Unsecured Debt Rating Watch 
RA065        RTG_NICE_SEN_SECURED_DEBT           NICE Senior Secured Debt Rating         
RA078        RTG_NICE_COMMERCIAL_PAPER_DT        NICE Commercial Paper Rating Date       
RA072        RTG_NICE_SEN_SECURED_DT             NICE Senior Secured Debt Rating Date    
RA067        RTG_NICE_SUB_UNSECURED_DEBT         NICE Subordinated Unsecured Debt Rating 
ID123        ID_NYSE                             NYSE Symbol                             
DZ650        EXCHANGE_PROVIDED_FLOAT_PERCENT     Exchange Provided Float Percent         
G3484        PG_ESTIMATED_MKT_GRWTH_%_CC_NAME    PG Estimated Market Growth Percentage CC Name
G6817        PG_ESTIMATED_MKT_GRWTH_%_CC_VAL     PG Estimated Market Growth Percentage CC Value
J3080        ARDJ_CON_DEP_YR_END_CAS_CAS         Japan ARD Consol'd Deposits In Yr End Cash & Cash
PX711        DX_SUPPLY_SI_QTY                    Data Explorers Supply Short Interest Quantity
PX713        DX_BROKER_SI_MV                     Data Explorers Broker Short Interest Marked Value
PX728        DX_LONG_SUPPLY_QTY_INC              Data Explorers Long Supply Quantity Increased
PX726        DX_LONG_SUPPLY_QTY_RMV              Data Explorers Long Supply Quantity Removed
PX708        DX_LONG_SUPPLY_MV                   Data Explorers Long Supply Marked Value 
PX730        DX_LONG_SUPPLY_QTY_DEC              Data Explorers Long Supply Quantity Decreased
PX762        DX_ACTIVE_LONG_SUPPLY_QTY           Data Explorers Active Long Supply Quantity
PX734        DX_SUPPLY_SI_QTY_NEW                Data Explorers Supply Short Interest Quantity New
PX778        DX_SUPPLY_SIDE_SHORT_INT_VAL        Data Explorers Supply Side Short Interest Value
RR574        OTHER_EXP_TO_TOT_REV                Other Exp (REITS) to Tot Rev            
RR189        NET_INC_TO_INT_EXP                  Net Int Inc To Non Int Exp              
J1014        ARDJ_EMPLOYEE_BENEFITS              Japan ARD Employee Benefits             
J1056        ARDJ_EMPLOYEE_LIABILITIES           Japan ARD Employee Liabilities          
A0361        ARD_REV_PER_EMPLOYEE                ARD Revenue Per Employee                
IR011        RTM_PER_EMPLOYEE_MEDIAN             Revenue Ton Miles per Employee - Median 
B2798        ARD_NET_EMPLOYEE_ADDITIONS          ARD Net Employee Additions              
M0746        CAPEX_RTL_RENOVATION                CapEx-Retail - Renovation               
IR578        POWER_GENERATION_CAPEX_SUM          Power Generation Capital Expenditures Sum
F0644        CAPEX_ABSOLUTE_VALUE                Capital Expenditures - Absolute Value   
IA196        NON_UTILITY_CAPEX_SUM               Non-Utility Capital Expenditures - Sum  
F0566        RECURRING_CAPEX_PER_UNIT            Recurring Capital Expenditures per Unit 
IR256        TOTAL_RECURRING_CAPEX_SUM           Total Recurring Capital Expenditures Sum
IN382        CAPEX_TO_DEPRECIATION_MEDIAN        Capital Expenditures to Depreciation Median
B2701        ARD_INVESTMENT_EXPENDITURES         ARD Investment Expenditures             
RX248        RD_EXPENDITURES_PER_CASH_FLOW       R&D Expenditures per Cash Flow          
A1003        ARD_NUCLEAR_FUEL_EXPENDITURES       ARD Nuclear Fuel Expenditures           
B2726        ARD_TOTAL_EXPENDITURES              ARD Total Expenditures                  
IN757        MARKETING_RETAIL_CAPEX_MEDIAN       Marketing / Retail Capital Expenditures - Median
G6685        PG_SG&A_EXPENSES_TO_SALES_VALUE     Product/Geographic SG&A Expenses to Sales Value
M4817        AST_ALLOC_ENRGY_&_NAT_RES_INVEST    Asset Allocation - Energy & Natural Resources
DX070        ENERGY_INDX                         Energy Index Indicator                  
IS518        IS_LABOR_EXPENSES                   Labor Expenses                          
M4485        AVERAGE_BASE_RSF_EXP_SF_IN_3Y       Average Base RSF Expiring SF in 3Y      
M4484        AVERAGE_BASE_RSF_EXP_SF_IN_2Y       Average Base RSF Expiring SF in 2Y      
M4486        AVERAGE_BASE_RSF_EXP_SF_IN_4Y       Average Base RSF Expiring SF in 4Y      
M4482        AVG_BASE_RSF_EXP_SF_IN_CURR_YR      Average Base RSF Expiring SF in Current Year
M4491        AVERAGE_BASE_RSF_EXP_SF_IN_9Y       Average Base RSF Expiring SF in 9Y      
M4490        AVERAGE_BASE_RSF_EXP_SF_IN_8Y       Average Base RSF Expiring SF in 8Y      
M4487        AVERAGE_BASE_RSF_EXP_SF_IN_5Y       Average Base RSF Expiring SF in 5Y      
M4488        AVERAGE_BASE_RSF_EXP_SF_IN_6Y       Average Base RSF Expiring SF in 6Y      
M4492        AVERAGE_BASE_RSF_EXP_SF_IN_10Y      Average Base RSF Expiring SF in 10Y     
M4489        AVERAGE_BASE_RSF_EXP_SF_IN_7Y       Average Base RSF Expiring SF in 7Y      
M4493        AVG_BASE_RSF_EXP_SF_AFTER_10Y       Average Base RSF Expiring SF after 10Y  
M4483        AVERAGE_BASE_RSF_EXP_SF_IN_1Y       Average Base RSF Expiring SF in 1Y      
S6202        ARDR_PART_TIME_EMPLOYEES            ARDR Part Time Employees                
B4615        ARD_NUMBER_EMPLOYEES_TRAINEES       ARD Number of Employees - Trainees      
J1224        ARDJ_CASH_PAID_EMPLOYEES            Japan ARD Cash Paid To Employees        
S0718        ARDR_PROFESSIONAL_EMPLOYEES         ARD Ref Professional Employees          
R3751        ARDR_LOAN_EMPLOYEES                 ARD Ref Loan - Employees                
S6203        ARDR_FULL_TIME_EMPLOYEES            ARDR Full Time Employees                
B6576        ARD_SUSTAINING_RECLAMATION_CAPEX    ARD Sustaining Reclamation CAPEX        
S2966        ARDR_REAL_DEBT_EXPENDITURE_RATIO    ARD Ref Real Debt Expenditure Ratio     
A8982        ARD_REVENUE_EXPENDITURE_RATIO_SP    ARD Revenue and Expenditure Ratio (SP)  
IA863        CAPEX_US_UTILITIES_GROWTH_MEDIAN    Capital Expenditure US Utilities Growth Median
IA859        CAPEX_US_UTILITIES_MEDIAN           Capital Expenditure US Utilities Median 
S5539        ARDR_ECB_FUNDING_AVAILABLE          ARDR European Central Bank Funding Available
B5420        ARD_AVG_RSF_EXP_LS_FUT_STEP_CR_Y    ARD Avg RSF Exp Leases Future Step-Ups Current Yr
A7994        ARD_OUTSOURCING_EXPENSES            ARD Outsourcing Expenses                
M0515        DEV_PPTY_RTL_UND_CONST_YLD_TOT      Dvmnt Pptys Retail Und Constr Yield Tot 
B4099        ARD_DVPTY_UNDCN_ML_YLD_UCN          ARD Dvmnt Pptys Und Constr Malls Yld Uncons
B4098        ARD_DVPTY_UNDCN_ML_YLD_CNS          ARD Dvmnt Pptys Und Constr Malls Yld Cons
M0516        DVPTY_RTL_UND_CONST_YLD_CNS         Dvmnt Pptys Retail Und Constr Yield Cons
B4069        ARD_DVPTY_RTL_UNDCN_YLD_UCN         ARD Dvmnt Pptys Retail Und Constr Yld Uncons
B4084        ARD_DVPTY_UNDCN_OTL_YLD_UCN         ARD Dvmnt Pptys Und Constr Outlets Yld Uncons
B4083        ARD_DVPTY_UNDCN_OTL_YLD_CNS         ARD Dvmnt Pptys Und Constr Outlets Yld Cons
B4082        ARD_DVPTY_UNDCN_OTL_YLD_TOT         ARD Dvmnt Pptys Und Constr Outlets Yld Tot
M0517        DVPTY_RTL_UND_CONST_YLD_UCN         Dvmnt Pptys Retail Und Constr Yield Uncons
B4068        ARD_DVPTY_RTL_UNDCN_YLD_CNS         ARD Dvmnt Pptys Retail Und Constr Yld Cons
B4112        ARD_DVPTY_CON_STRCTR_YL_TOT         ARD Dvmnt Pptys Und Constr Strip Ctr Yld Tot
B4113        ARD_DVPTY_CON_STRCTR_YL_CNS         ARD Dvmnt Pptys Und Constr Strip Ctr Yld Cons
B4114        ARD_DVPTY_CON_STRCTR_YL_UCN         ARD Dvmnt Pptys Und Constr Str Ctr Yld Uncons
B4172        ARD_REDEV_RTL_STR_CTR_YLD_UC        ARD Redevelopment - Rtl Strip Centers Yld - Uncons
M0580        DVPTY_STABL_STRCTR_YLD_UCN          Dvmnt Pptys Stabilized Strip Ctr Yld Uncons
M0579        DVPTY_STABL_STRCTR_YLD_CNS          Dvmnt Pptys Stabilized Strip Centers Yld Cons
M0578        DVPTY_STABL_STRCTR_YLD_TOT          Dvmnt Pptys Stabilized Strip Centers Yld Tot
B4130        ARD_DVPTY_STB_STRCTR_YL_TOT         ARD Dvmnt Pptys Stabilized Strip Ctr Yld Tot
B4131        ARD_DVPTY_STB_STRCTR_YL_CNS         ARD Dvmnt Pptys Stabilized Strip Ctr Yld Cons
B4132        ARD_DVPTY_STB_STRCTR_YL_UCN         ARD Dvmnt Pptys Stabl Strip Ctr Yld Uncons
M0562        DVPTY_UNDCN_STRCTR_YLD_UCN          Dvmnt Pptys Und Constr Strip Ctr Yld Uncons
M0561        DVPTY_UNDCN_STRCTR_YLD_CNS          Dvmnt Pptys Und Constr Strip Centers Yld Cons
J3043        ARDJ_SGA_EXPN_PAYROLL               Japan ARD Sg&A Expn Payroll             
J2684        ARDJ_WELFARE_EXPN_COGS              Japan ARD Welfare Expn-Cogs             
J2683        ARDJ_LEGAL_WELFARE_EXPN_COGS        Japan ARD Legal Welfare Expn-Cogs       
J2704        ARDJ_INSURANCE_EXPN_COGS            Japan ARD Insurance Expn-Cogs           
J2705        ARDJ_REPAIRS_EXPN_COGS              Japan ARD Repairs Expn-Cogs             
J2703        ARDJ_STORAGE_EXPN_COGS              Japan ARD Storage Expn-Cogs             
J2702        ARDJ_LEASE_EXPN_COGS                Japan ARD Lease Expn-Cogs               
J2708        ARDJ_TRAVELING_EXPN_COGS            Japan ARD Traveling Expn-Cogs           
J2699        ARDJ_STATIONERY_EXPN_COGS           Japan ARD Stationery Expn-Cogs          

A8988        ARD_REV_EXPN_RATIO_AUTO_INS_SP      ARD Revenue and Expn Ratio Automobile Ins (SP)
J2695        ARDJ_VEHICLES_EXPN_COGS             Japan ARD Vehicles Expn-Cogs            
J2698        ARDJ_SUPPLIES_EXPN_COGS             Japan ARD Supplies Expn-Cogs            
J2719        ARDJ_RD_EXPN_COGS                   Japan ARD R&D Expn-Cogs                 
J3042        ARDJ_SGA_EXPN_FOOTNOTE              Japan ARD Sg&A Expn-Footnote            
J3063        ARDJ_SGA_EXPN_OTHER                 Japan ARD Sg&A Expn Other               
J3056        ARDJ_SGA_EXPN_DEPR                  Japan ARD Sg&A Expn Depr                
J2721        ARDJ_MISCELLANEOUS_EXPN_COGS        Japan ARD Miscellaneous Expn-Cogs       
J2693        ARDJ_UTILITIES_EXPN_COGS            Japan ARD Utilities Expn-Cogs           
FD347        STYLE_ANALYSIS_PCT_REGION_EXP       Style Analysis Percent Region Exposure  
IR704        NORTH_AMERICA_SALES_EXP_MEDIAN      North America Sales Exposure Median     
FD068        FUND_ADMIN_EXP                      Administrator Expense                   
SI797        FIXED_RT_DEBT_WAVG_INT_RATE         Fixed Rate Debt - Wgtd Avg Effective Int Rate
SI798        VAR_RT_DEBT_WAVG_INT_RATE           Variable Rate Debt - Wgtd Avg Effective Int Rate
B4260        ARD_DSPTN_PURCHASE_PRICE_UNCONS     ARD Dispositions - Retail - Purch Price - Uncons
B4258        ARD_DSPTN_PURCHASE_PRICE            ARD Dispositions - Retail - Purchase Price
FC015        FDIC_NON_ACCRUAL                    FDIC Asset In Non-Accrual Status        
B1583        ARD_DISPOS_APTS_UNCON_PPTYS_SOLD    ARD Dispositions Apartments Uncons Pptys Sold
B4259        ARD_DSPTN_PURCHASE_PRICE_CONS       ARD Dispositions - Retail - Purchase Price - Cons
BS960        BS_RESIDENT_MTG_SERVICED_OTHERS     Residential Mortgages Serviced for Others
B1582        ARD_DISPOS_APTS_CONS_PPTYS_SOLD     ARD Dispositions Apartments Cons Properties Sold
DX540        MTG_AMORT_TYPE_ARM_CURR             Amortization Type Arm Current %         
SW489        KNOCK_IN_END_DATE                   Knock-in Observation End Date           
M4549        TONS_MOVED                          Tons Moved                              
M2297        DOLLAR_UTILIZATION                  Dollar Utilization                      
IS951        IS_MORTGAGE_REPURCHASE_EXPN         Mortgage Repurchase Expense             
RR362        XO_GL_NET_OF_TAX_GROWTH             XO Gain / Loss Net of Tax - 1 Yr Growth 
A6763        ARD_EXTRAORDINARY_UNUSUAL_ITEMS     ARD Extraordinary/Unusual Items         
B1731        ARD_SAME_STORE_UNCONS_RENTAL_REV    ARD Same Store Properties Apt Uncons Rental Rev
B1733        ARD_SAME_STORE_RENT_REV_CONS        ARD Same Store Pptys Consolidated Rental Revenue
B1734        ARD_SAME_STORE_RENT_REV_UNCONS      ARD Same Store Properties Uncons Rental Revenue
B1730        ARD_SAME_STORE_APT_CONS_RENT_REV    ARD Same Store Properties Apt Cons Rental Revenue
B1735        ARD_SAME_STORE_RENT_REV             ARD Same Store Properties Tot Rental Revenue
B1784        ARD_RENTAL_REVENUE_UNCONS_APTS      ARD Rental Revenue Apartments Unconsolidated
B1783        ARD_RENTAL_REVENUE_CONS_APTS        ARD Rental Revenue Apartments Consolidated
B1732        ARD_SAME_STORE_APT_TOT_RENT_REV     ARD Same Store Properties Apt Tot Rental Revenue
A1642        ARD_ENERGY_DEV_ACREAGE_NET          ARD Energy-Dev Acreage-Net              
R0324        ARDR_RENTAL_EXP_YR3                 ARD Ref Rental Expense - Year 3         
R0326        ARDR_RENTAL_EXP_YR5                 ARD Ref Rental Expense - Year 5         
FY641        FED_OTHER_VIE_HTM_SECURITIES        Fed Other VIE HTM Securities            
FY644        FED_OTHER_VIE_AFS_SECURITIES        Fed Other VIE AFS Securities            
